0	55,02121640735502	54,759660697455224
1	73,83309759547383	76,81432610744581
2	77,93493635077795	79,45334590009425
3	81,47100424328147	82,0923656927427
4	81,47100424328147	82,0923656927427
5	81,61244695898161	83,69462770970783
6	81,61244695898161	83,69462770970783
7	81,75388967468176	84,26013195098963
8	84,2998585572843	85,67389255419415
9	83,73408769448373	86,61639962299718
10	83,87553041018387	87,27615457115928
11	84,01697312588402	87,65315739868049
12	84,15841584158416	88,03016022620169
13	84,2998585572843	88,3129123468426
14	84,15841584158416	88,5956644674835
15	84,15841584158416	88,5956644674835
16	84,72418670438473	88,87841658812441
17	84,72418670438473	89,16116870876532
18	84,72418670438473	89,44392082940622
19	84,72418670438473	89,72667295004713
20	83,5926449787836	89,82092365692743
21	84,01697312588402	90,95193213949105
22	84,2998585572843	91,23468426013194
23	84,2998585572843	91,42318567389256
24	84,2998585572843	91,61168708765317
25	84,2998585572843	91,80018850141376
26	84,2998585572843	91,98868991517436
27	84,44130127298443	92,17719132893497
28	84,44130127298443	92,36569274269557
29	84,2998585572843	92,45994344957587
30	84,2998585572843	92,64844486333648
31	84,2998585572843	93,40245051837888
32	84,2998585572843	93,40245051837888
33	82,31966053748232	93,8737040527804
34	81,8953323903819	94,1564561734213
35	81,75388967468176	94,43920829406221
36	81,04667609618105	94,43920829406221
37	81,61244695898161	94,6277097078228
38	80,76379066478077	94,7219604147031
39	81,47100424328147	94,7219604147031
40	81,47100424328147	94,7219604147031
42	81,32956152758133	94,91046182846371
44	81,04667609618105	95,09896324222431
46	81,1881188118812	95,19321394910462
48	81,1881188118812	95,28746465598492
50	82,03677510608203	95,47596606974552
55	83,5926449787836	96,04147031102734
60	81,8953323903819	97,26672950047124
65	82,17821782178217	97,73798303487277
70	82,03677510608203	98,39773798303487
75	81,04667609618105	98,86899151743637
78	80,33946251768033	99,3402450518379
79	80,76379066478077	99,62299717247879
80	80,62234794908062	99,8114985862394
81	80,62234794908062	99,9057492931197
82	80,62234794908062	100,0
83	80,62234794908062	100,0
90	80,62234794908062	100,0
100	80,62234794908062	100,0
