1	3
1	10
1	12
1	17
1	21
1	23
1	25
1	26
1	29
1	35
1	40
1	43
1	44
1	49
1	52
1	56
1	62
1	64
1	78
1	79
1	107
1	111
1	112
1	148
1	153
1	155
1	166
1	174
1	189
1	197
1	206
1	207
1	210
1	212
1	224
1	233
1	237
1	245
1	248
1	263
1	268
1	270
1	296
1	300
1	301
1	303
1	304
1	308
1	317
1	332
1	337
1	351
1	354
1	378
1	383
1	390
1	394
1	395
1	402
1	404
1	435
1	445
1	462
1	474
1	475
1	484
1	485
1	487
1	496
1	514
1	520
1	521
1	525
1	528
1	530
1	537
1	542
1	551
1	562
1	580
1	587
1	590
1	597
1	603
1	620
1	636
1	655
1	656
1	658
1	674
1	688
1	699
1	701
1	716
1	717
1	724
1	725
1	744
1	757
1	811
1	844
1	852
1	911
1	929
1	930
1	931
1	943
1	961
1	980
1	995
1	997
1	1029
1	1032
1	1035
1	1050
1	1055
1	1059
1	1072
1	1074
1	1135
1	1155
1	1241
1	1280
1	1292
1	1435
1	1441
1	1491
1	1535
1	1548
1	1628
1	1760
1	1947
1	1948
1	2037
1	2038
1	2039
1	2040
1	2250
1	2470
1	2590
1	2603
1	2628
1	2680
1	2921
1	3043
1	3044
1	3045
1	3046
1	3047
2	12
2	25
2	26
2	29
2	40
2	43
2	56
2	64
2	153
2	166
2	206
2	212
2	248
2	445
2	462
2	484
2	514
2	597
2	717
3	12
3	21
3	25
3	26
3	29
3	43
3	44
3	49
3	64
3	78
3	107
3	153
3	166
3	197
3	210
3	304
3	317
3	403
3	404
3	445
3	484
3	485
3	539
3	565
3	579
3	597
3	674
3	717
3	1059
3	1200
3	2590
4	12
4	16
4	17
4	21
4	22
4	23
4	25
4	26
4	29
4	35
4	40
4	43
4	44
4	49
4	52
4	55
4	62
4	64
4	78
4	107
4	112
4	122
4	153
4	155
4	158
4	166
4	181
4	189
4	194
4	196
4	197
4	203
4	206
4	210
4	212
4	224
4	278
4	289
4	296
4	300
4	301
4	304
4	308
4	315
4	332
4	334
4	345
4	351
4	354
4	390
4	395
4	403
4	404
4	416
4	428
4	445
4	459
4	478
4	482
4	484
4	485
4	521
4	528
4	532
4	539
4	542
4	562
4	565
4	579
4	589
4	595
4	597
4	636
4	656
4	658
4	663
4	677
4	716
4	725
4	744
4	770
4	811
4	990
4	997
4	1059
4	1072
4	1093
4	1135
4	1241
4	1888
4	1889
4	1892
4	1893
4	1896
5	12
5	16
5	21
5	25
5	26
5	29
5	35
5	43
5	44
5	49
5	62
5	64
5	78
5	82
5	96
5	110
5	112
5	122
5	136
5	153
5	155
5	163
5	166
5	184
5	189
5	197
5	208
5	248
5	253
5	284
5	289
5	295
5	300
5	301
5	304
5	314
5	354
5	403
5	416
5	428
5	445
5	461
5	482
5	484
5	485
5	513
5	521
5	525
5	528
5	542
5	551
5	557
5	561
5	562
5	565
5	596
5	597
5	636
5	656
5	677
5	686
5	722
5	725
5	844
5	852
5	1050
5	1059
5	1341
5	1393
5	2186
6	12
6	16
6	21
6	25
6	26
6	29
6	35
6	44
6	58
6	62
6	64
6	79
6	80
6	82
6	107
6	112
6	153
6	166
6	193
6	197
6	200
6	203
6	208
6	210
6	248
6	288
6	289
6	300
6	301
6	304
6	403
6	416
6	445
6	462
6	482
6	484
6	485
6	489
6	513
6	525
6	535
6	546
6	597
6	636
6	656
6	674
6	695
6	722
6	746
6	844
6	1224
6	1341
6	1528
6	2250
7	12
7	16
7	21
7	23
7	25
7	26
7	29
7	40
7	44
7	55
7	62
7	64
7	82
7	112
7	122
7	153
7	155
7	166
7	210
7	248
7	266
7	300
7	301
7	303
7	304
7	325
7	395
7	445
7	462
7	482
7	484
7	485
7	513
7	520
7	525
7	541
7	562
7	582
7	587
7	597
7	616
7	648
7	655
7	677
7	744
7	770
7	787
7	844
7	906
7	908
7	965
7	1175
7	1224
7	1358
7	1418
7	2510
8	12
8	16
8	21
8	23
8	25
8	26
8	29
8	40
8	41
8	44
8	49
8	55
8	62
8	64
8	78
8	82
8	101
8	110
8	112
8	122
8	153
8	155
8	166
8	180
8	194
8	210
8	223
8	248
8	250
8	288
8	293
8	300
8	301
8	303
8	304
8	309
8	402
8	404
8	438
8	445
8	449
8	462
8	473
8	482
8	485
8	496
8	520
8	521
8	525
8	542
8	562
8	582
8	597
8	616
8	651
8	674
8	677
8	679
8	688
8	744
8	787
8	844
8	870
8	898
8	911
8	944
8	1050
8	1055
8	1117
8	1171
8	1426
8	1973
8	2212
9	12
9	21
9	26
9	29
9	36
9	44
9	62
9	78
9	79
9	82
9	107
9	110
9	112
9	155
9	163
9	210
9	294
9	301
9	304
9	315
9	428
9	445
9	478
9	482
9	485
9	521
9	542
9	562
9	582
9	589
9	603
9	636
9	688
9	766
9	1200
9	1292
10	12
10	21
10	25
10	26
10	29
10	35
10	62
10	112
10	191
10	222
10	301
10	304
10	370
10	395
10	426
10	445
10	484
10	520
10	534
10	562
10	658
10	659
10	677
10	686
10	744
10	917
10	1202
10	1203
10	1276
10	1930
10	2238
10	2868
10	2871
10	2872
10	2873
10	2874
10	2875
10	2876
10	2877
10	3075
11	12
11	21
11	22
11	23
11	25
11	26
11	29
11	35
11	40
11	43
11	49
11	55
11	62
11	64
11	96
11	101
11	111
11	112
11	122
11	131
11	153
11	166
11	197
11	202
11	210
11	222
11	233
11	248
11	252
11	254
11	266
11	273
11	289
11	296
11	300
11	301
11	304
11	307
11	321
11	325
11	338
11	383
11	403
11	416
11	417
11	426
11	445
11	454
11	458
11	484
11	496
11	513
11	534
11	542
11	551
11	562
11	566
11	579
11	592
11	597
11	604
11	607
11	638
11	639
11	656
11	658
11	663
11	686
11	695
11	701
11	744
11	836
11	870
11	886
11	908
11	916
11	917
11	939
11	945
11	959
11	1004
11	1063
11	1175
11	1184
11	1202
11	1203
11	1276
11	1398
11	1441
11	1492
11	1768
11	1799
11	1930
11	1956
11	2238
11	2256
11	2276
11	2510
11	2621
11	2868
11	2871
11	2872
11	2873
11	2874
11	2875
11	2876
11	2877
11	2878
11	3075
12	6
12	12
12	16
12	21
12	22
12	23
12	25
12	26
12	27
12	29
12	35
12	36
12	40
12	41
12	43
12	49
12	52
12	54
12	55
12	61
12	62
12	74
12	78
12	80
12	82
12	96
12	101
12	107
12	110
12	112
12	122
12	131
12	153
12	155
12	158
12	166
12	167
12	194
12	200
12	202
12	203
12	210
12	245
12	248
12	250
12	254
12	256
12	263
12	273
12	279
12	283
12	289
12	295
12	296
12	301
12	302
12	303
12	304
12	305
12	307
12	340
12	345
12	349
12	354
12	363
12	403
12	416
12	426
12	435
12	445
12	461
12	485
12	488
12	496
12	513
12	524
12	527
12	528
12	540
12	542
12	551
12	562
12	565
12	579
12	582
12	589
12	592
12	596
12	597
12	603
12	639
12	656
12	658
12	663
12	676
12	682
12	687
12	695
12	697
12	716
12	745
12	748
12	811
12	898
12	904
12	906
12	917
12	930
12	959
12	965
12	997
12	1054
12	1059
12	1062
12	1073
12	1076
12	1108
12	1157
12	1159
12	1169
12	1170
